programmer_id,field_name
P14315,DBManege
P14316,DBManege
P14317,Back_End
P14318,Front_End
P14319,ServerMange
P14320,Full_Stack
P14321,DBManege
P14322,ServerMange
P14323,ServerMange
P14324,DBManege
P14325,Back_End
P14326,ServerMange
P14327,DBManege
P14328,ServerMange
P14329,Back_End
P14330,DBManege
P14331,Back_End
P14332,Back_End
P14333,Back_End
P14334,DBManege
P14335,Back_End
P14336,Back_End
P14337,ServerMange
P14338,Front_End
P14339,Back_End
P14340,DBManege
P14341,Front_End
P14342,ServerMange
P14343,Back_End
P14344,Front_End
P14345,DBManege
P14346,DBManege
P14347,Back_End
P14348,Full_Stack
P14349,DBManege
P14350,DBManege
P14351,Front_End
P14352,Full_Stack
P14353,Back_End
P14354,ServerMange
P14355,Back_End
P14356,DBManege
P14357,Front_End
P14358,Full_Stack
P14359,Back_End
P14360,ServerMange
P14361,DBManege
P14362,ServerMange
P14363,Front_End
P14364,Back_End
P14365,Front_End
P14366,Front_End
P14367,DBManege
P14368,ServerMange
P14369,Back_End
P14370,ServerMange
P14371,Full_Stack
P14372,Back_End
P14373,Front_End
P14374,DBManege
P14375,DBManege
P14376,Full_Stack
P14377,Back_End
P14378,ServerMange
P14379,ServerMange
P14380,ServerMange
P14381,DBManege
P14382,Full_Stack
P14383,ServerMange
P14384,Front_End
P14385,Front_End
P14386,DBManege
P14387,Front_End
P14388,Back_End
P14389,Front_End
P14390,ServerMange
P14391,Full_Stack
P14392,Front_End
P14393,Full_Stack
P14394,ServerMange
P14395,Full_Stack
P14396,Front_End
P14397,ServerMange
P14398,ServerMange
P14399,Front_End
P14400,ServerMange
P14401,DBManege
P14402,DBManege
P14403,Full_Stack
P14404,Back_End
P14405,ServerMange
P14406,Front_End
P14407,Front_End
P14408,DBManege
P14409,Back_End
P14410,Front_End
P14411,DBManege
P14412,Back_End
P14413,DBManege
P14414,Full_Stack
P14415,DBManege
P14416,DBManege
P14417,Front_End
P14418,Back_End
P14419,Front_End
P14420,Front_End
P14421,Front_End
P14422,ServerMange
P14423,DBManege
P14424,ServerMange
P14425,Full_Stack
P14426,Front_End
P14427,Full_Stack
P14428,Back_End
P14429,ServerMange
P14430,DBManege
P14431,ServerMange
P14432,Front_End
P14433,Front_End
P14434,Back_End
P14435,Front_End
P14436,Front_End
P14437,DBManege
P14438,ServerMange
P14439,Full_Stack
P14440,Full_Stack
P14441,ServerMange
P14442,DBManege
P14443,DBManege
P14444,ServerMange
P14445,DBManege
P14446,DBManege
P14447,Full_Stack
P14448,Front_End
P14449,Back_End
P14450,DBManege
P14451,Back_End
P14452,Back_End
P14453,Front_End
P14454,DBManege
P14455,Full_Stack
P14456,ServerMange
P14457,DBManege
P14458,DBManege
P14459,ServerMange
P14460,Front_End
P14461,Back_End
P14462,DBManege
P14463,Front_End
P14464,Back_End
P14465,DBManege
P14466,Full_Stack
P14467,DBManege
P14468,DBManege
P14469,Front_End
P14470,Full_Stack
P14471,Back_End
P14472,Front_End
P14473,Back_End
P14474,Full_Stack
P14475,Back_End
P14476,Full_Stack
P14477,Front_End
P14478,Front_End
P14479,ServerMange
P14480,Back_End
P14481,Back_End
P14482,Front_End
P14483,ServerMange
P14484,Full_Stack
P14485,DBManege
P14486,ServerMange
P14487,DBManege
P14488,Full_Stack
P14489,Back_End
P14490,ServerMange
P14491,ServerMange
P14492,Back_End
P14493,Front_End
P14494,Full_Stack
P14495,ServerMange
P14496,Back_End
P14497,ServerMange
P14498,Front_End
P14499,Back_End
P14500,Front_End
P14501,ServerMange
P14502,Back_End
P14503,Front_End
P14504,ServerMange
P14505,Front_End
P14506,Full_Stack
P14507,Back_End
P14508,Back_End
P14509,Front_End
P14510,DBManege
P14511,ServerMange
P14512,Back_End
P14513,Full_Stack
P14514,Front_End
P14515,Back_End
P14516,Full_Stack
P14517,Full_Stack
P14518,Full_Stack
P14519,Full_Stack
P14520,Front_End
P14521,ServerMange
P14522,Front_End
P14523,Full_Stack
P14524,DBManege
P14525,ServerMange
P14526,ServerMange
P14527,DBManege
P14528,Full_Stack
P14529,ServerMange
P14530,ServerMange
P14531,Front_End
P14532,ServerMange
P14533,ServerMange
P14534,ServerMange
P14535,ServerMange
P14536,ServerMange
P14537,DBManege
P14538,Back_End
P14539,Back_End
P14540,Front_End
P14541,Full_Stack
P14542,Back_End
P14543,Back_End
P14544,Front_End
P14545,ServerMange
P14546,ServerMange
P14547,DBManege
P14548,Back_End
P14549,Back_End
P14550,ServerMange
P14551,Back_End
P14552,ServerMange
P14553,Back_End
P14554,DBManege
P14555,ServerMange
P14556,DBManege
P14557,ServerMange
P14558,DBManege
P14559,Front_End
P14560,Back_End
P14561,ServerMange
P14562,Front_End
P14563,DBManege
P14564,Back_End
P14565,Back_End
P14566,ServerMange
P14567,ServerMange
P14568,Full_Stack
P14569,Full_Stack
P14570,ServerMange
P14571,Back_End
P14572,ServerMange
P14573,Full_Stack
P14574,DBManege
P14575,Front_End
P14576,Back_End
P14577,DBManege
P14578,DBManege
P14579,Back_End
P14580,Back_End
P14581,ServerMange
P14582,Front_End
P14583,Back_End
P14584,Full_Stack
P14585,DBManege
P14586,DBManege
P14587,Back_End
P14588,Full_Stack
P14589,DBManege
P14590,DBManege
P14591,Full_Stack
P14592,DBManege
P14593,DBManege
P14594,Full_Stack
P14595,DBManege
P14596,DBManege
P14597,Front_End
P14598,Full_Stack
P14599,Front_End
P14600,DBManege
P14601,ServerMange
P14602,Front_End
P14603,Full_Stack
P14604,ServerMange
P14605,Full_Stack
P14606,ServerMange
P14607,Front_End
P14608,DBManege
P14609,Back_End
P14610,Full_Stack
P14611,DBManege
P14612,DBManege
P14613,DBManege
P14614,ServerMange
P14615,Back_End
P14616,Full_Stack
P14617,Front_End
P14618,DBManege
P14619,Back_End
P14620,DBManege
P14621,Full_Stack
P14622,Front_End
P14623,ServerMange
P14624,ServerMange
P14625,Front_End
P14626,Full_Stack
P14627,DBManege
P14628,DBManege
P14629,Full_Stack
P14630,Back_End
P14631,Full_Stack
P14632,DBManege
P14633,Front_End
P14634,ServerMange
P14635,ServerMange
P14636,Back_End
P14637,ServerMange
P14638,Full_Stack
P14639,Back_End
P14640,Front_End
P14641,Full_Stack
P14642,Front_End
P14643,Back_End
P14644,ServerMange
P14645,Back_End
P14646,ServerMange
P14647,Front_End
P14648,DBManege
P14649,Full_Stack
P14650,Back_End
P14651,Full_Stack
P14652,ServerMange
P14653,ServerMange
P14654,ServerMange
P14655,Front_End
P14656,DBManege
P14657,Full_Stack
P14658,Full_Stack
P14659,DBManege
P14660,DBManege
P14661,Full_Stack
P14662,ServerMange
P14663,Full_Stack
P14664,Front_End
P14665,Full_Stack
P14666,ServerMange
P14667,Front_End
P14668,Full_Stack
P14669,DBManege
P14670,Full_Stack
P14671,Back_End
P14672,DBManege
P14673,Back_End
P14674,ServerMange
P14675,Front_End
P14676,Back_End
P14677,ServerMange
P14678,Front_End
P14679,Front_End
P14680,Full_Stack
P14681,Front_End
P14682,Front_End
P14683,ServerMange
P14684,ServerMange
P14685,Front_End
P14686,Back_End
P14687,DBManege
P14688,Full_Stack
P14689,Front_End
P14690,Back_End
P14691,Front_End
P14692,DBManege
P14693,Full_Stack
P14694,Full_Stack
P14695,DBManege
P14696,ServerMange
P14697,DBManege
P14698,Full_Stack
P14699,DBManege
P14700,Back_End
P14701,ServerMange
P14702,Full_Stack
P14703,DBManege
P14704,Full_Stack
P14705,ServerMange
P14706,Front_End
P14707,ServerMange
P14708,Back_End
P14709,Front_End
P14710,Front_End
P14711,Back_End
P14712,ServerMange
P14713,Back_End
P14714,Back_End
P14715,Full_Stack
P14716,ServerMange
P14717,Back_End
P14718,ServerMange
P14719,Full_Stack
P14720,Front_End
P14721,Full_Stack
P14722,DBManege
P14723,Back_End
P14724,DBManege
P14725,DBManege
P14726,ServerMange
P14727,Full_Stack
P14728,ServerMange
P14729,Full_Stack
P14730,DBManege
P14731,Front_End
P14732,DBManege
P14733,Back_End
P14734,Front_End
P14735,ServerMange
P14736,ServerMange
P14737,DBManege
P14738,Front_End
P14739,Full_Stack
P14740,Front_End
P14741,DBManege
P14742,DBManege
P14743,ServerMange
P14744,Full_Stack
P14745,Front_End
P14746,Front_End
P14747,DBManege
P14748,Back_End
P14749,DBManege
P14750,ServerMange
P14751,Full_Stack
P14752,DBManege
P14753,ServerMange
P14754,DBManege
P14755,ServerMange
P14756,Front_End
P14757,DBManege
P14758,Full_Stack
P14759,Back_End
P14760,ServerMange
P14761,Back_End
P14762,Full_Stack
P14763,Full_Stack
P14764,Back_End
P14765,Front_End
P14766,Full_Stack
P14767,ServerMange
P14768,ServerMange
P14769,Back_End
P14770,Front_End
P14771,Full_Stack
P14772,ServerMange
P14773,Full_Stack
P14774,ServerMange
P14775,Front_End
P14776,ServerMange
P14777,Front_End
P14778,ServerMange
P14779,Front_End
P14780,Back_End
P14781,Full_Stack
P14782,DBManege
P14783,Front_End
P14784,Back_End
P14785,Back_End
P14786,Front_End
P14787,Front_End
P14788,Full_Stack
P14789,ServerMange
P14790,Front_End
P14791,Front_End
P14792,DBManege
P14793,Full_Stack
P14794,DBManege
P14795,Full_Stack
P14796,ServerMange
P14797,ServerMange
P14798,Full_Stack
P14799,Back_End
P14800,Back_End
P14801,Back_End
P14802,DBManege
P14803,DBManege
P14804,Full_Stack
P14805,Front_End
P14806,Full_Stack
P14807,ServerMange
P14808,Full_Stack
P14809,Back_End
P14810,Full_Stack
P14811,Front_End
P14812,Front_End
P14813,Front_End
P14814,Front_End
P14815,ServerMange
P14816,Full_Stack
P14817,DBManege
P14818,Front_End
P14819,Full_Stack
P14820,ServerMange
P14821,ServerMange
P14822,DBManege
P14823,Front_End
P14824,Back_End
P14825,Full_Stack
P14826,Back_End
P14827,DBManege
P14828,Full_Stack
P14829,ServerMange
P14830,Full_Stack
P14831,Front_End
P14832,Back_End
P14833,Full_Stack
P14834,Back_End
P14835,Front_End
P14836,Front_End
P14837,Front_End
P14838,Back_End
P14839,DBManege
P14840,Full_Stack
P14841,DBManege
P14842,Full_Stack
P14843,Full_Stack
P14844,ServerMange
P14845,Front_End
P14846,Full_Stack
P14847,Back_End
P14848,Full_Stack
P14849,Full_Stack
P14850,Back_End
P14851,Back_End
P14852,Front_End
P14853,Full_Stack
P14854,Back_End
P14855,ServerMange
P14856,Full_Stack
P14857,DBManege
P14858,Back_End
P14859,ServerMange
P14860,Full_Stack
P14861,DBManege
P14862,Back_End
P14863,ServerMange
P14864,Front_End
P14865,Back_End
P14866,DBManege
P14867,Full_Stack
P14868,Back_End
P14869,ServerMange
P14870,DBManege
P14871,DBManege
P14872,DBManege
P14873,Full_Stack
P14874,Front_End
P14875,DBManege
P14876,Back_End
P14877,Front_End
P14878,Full_Stack
P14879,DBManege
P14880,ServerMange
P14881,DBManege
P14882,ServerMange
P14883,Full_Stack
P14884,Front_End
P14885,ServerMange
P14886,DBManege
P14887,ServerMange
P14888,ServerMange
P14889,Back_End
P14890,DBManege
P14891,DBManege
P14892,Front_End
P14893,DBManege
P14894,Front_End
P14895,ServerMange
P14896,DBManege
P14897,Front_End
P14898,DBManege
P14899,ServerMange
P14900,ServerMange
P14901,DBManege
P14902,ServerMange
P14903,Front_End
P14904,DBManege
P14905,Front_End
P14906,ServerMange
P14907,Full_Stack
P14908,DBManege
P14909,Back_End
P14910,Full_Stack
P14911,Full_Stack
P14912,DBManege
P14913,Front_End
P14914,ServerMange
P14915,DBManege
P14916,DBManege
P14917,ServerMange
P14918,Full_Stack
P14919,Front_End
P14920,Front_End
P14921,DBManege
P14922,ServerMange
P14923,Full_Stack
P14924,ServerMange
P14925,ServerMange
P14926,ServerMange
P14927,DBManege
P14928,Full_Stack
P14929,Back_End
P14930,Full_Stack
P14931,Front_End
P14932,Full_Stack
P14933,ServerMange
P14934,Back_End
P14935,Front_End
P14936,Front_End
P14937,Back_End
P14938,Full_Stack
P14939,Full_Stack
P14940,Full_Stack
P14941,DBManege
P14942,Back_End
P14943,ServerMange
P14944,Front_End
P14945,ServerMange
P14946,DBManege
P14947,Front_End
P14948,Full_Stack
P14949,Back_End
P14950,Back_End
P14951,Full_Stack
P14952,Full_Stack
P14953,DBManege
P14954,Full_Stack
P14955,Back_End
P14956,Front_End
P14957,Back_End
P14958,Full_Stack
P14959,Full_Stack
P14960,DBManege
P14961,DBManege
P14962,DBManege
P14963,Full_Stack
P14964,Full_Stack
P14965,Full_Stack
P14966,Full_Stack
P14967,Back_End
P14968,Front_End
P14969,Front_End
P14970,ServerMange
P14971,Back_End
P14972,Back_End
P14973,Back_End
P14974,ServerMange
P14975,DBManege
P14976,Full_Stack
P14977,Front_End
P14978,DBManege
P14979,ServerMange
P14980,Back_End
P14981,ServerMange
P14982,Front_End
P14983,Back_End
P14984,DBManege
P14985,Front_End
P14986,ServerMange
P14987,DBManege
P14988,Back_End
P14989,ServerMange
P14990,Back_End
P14991,Full_Stack
P14992,Front_End
P14993,Front_End
P14994,DBManege
P14995,ServerMange
P14996,DBManege
P14997,ServerMange
P14998,DBManege
P14999,Front_End
P15000,Full_Stack
P15001,ServerMange
P15002,Full_Stack
P15003,ServerMange
P15004,Front_End
P15005,Full_Stack
P15006,DBManege
P15007,DBManege
P15008,Full_Stack
P15009,Back_End
P15010,DBManege
P15011,Front_End
P15012,Back_End
P15013,Front_End
P15014,Front_End
P15015,Front_End
P15016,Front_End
P15017,DBManege
P15018,DBManege
P15019,ServerMange
P15020,Front_End
P15021,DBManege
P15022,Front_End
P15023,Back_End
P15024,Full_Stack
P15025,Front_End
P15026,Front_End
P15027,ServerMange
P15028,Front_End
P15029,Back_End
P15030,Front_End
P15031,Front_End
P15032,Back_End
P15033,ServerMange
P15034,DBManege
P15035,DBManege
P15036,Full_Stack
P15037,Front_End
P15038,DBManege
P15039,Front_End
P15040,DBManege
P15041,DBManege
P15042,DBManege
P15043,Back_End
P15044,DBManege
P15045,Full_Stack
P15046,DBManege
P15047,ServerMange
P15048,ServerMange
P15049,DBManege
P15050,DBManege
P15051,DBManege
P15052,Back_End
P15053,Front_End
P15054,Front_End
P15055,Front_End
P15056,Front_End
P15057,ServerMange
P15058,Back_End
P15059,Back_End
P15060,Back_End
P15061,DBManege
P15062,Front_End
P15063,Back_End
P15064,Full_Stack
P15065,Front_End
P15066,Back_End
P15067,Front_End
P15068,Full_Stack
P15069,Full_Stack
P15070,Full_Stack
P15071,Front_End
P15072,Front_End
P15073,Back_End
P15074,Front_End
P15075,Front_End
P15076,Front_End
P15077,Back_End
P15078,ServerMange
P15079,ServerMange
P15080,Full_Stack
P15081,DBManege
P15082,DBManege
P15083,Front_End
P15084,Full_Stack
P15085,ServerMange
P15086,Front_End
P15087,Full_Stack
P15088,Back_End
P15089,Back_End
P15090,DBManege
P15091,Back_End
P15092,ServerMange
P15093,Full_Stack
P15094,Front_End
P15095,Front_End
P15096,Back_End
P15097,ServerMange
P15098,Back_End
P15099,Back_End
P15100,Full_Stack
P15101,Front_End
P15102,Full_Stack
P15103,ServerMange
P15104,Full_Stack
P15105,Front_End
P15106,ServerMange
P15107,ServerMange
P15108,Full_Stack
P15109,Full_Stack
P15110,Full_Stack
P15111,ServerMange
P15112,Back_End
P15113,ServerMange
P15114,Front_End
P15115,ServerMange
P15116,Front_End
P15117,Full_Stack
P15118,Back_End
P15119,DBManege
P15120,ServerMange
P15121,Full_Stack
P15122,ServerMange
P15123,Back_End
P15124,Front_End
P15125,ServerMange
P15126,Full_Stack
P15127,Back_End
P15128,DBManege
P15129,ServerMange
P15130,Back_End
P15131,ServerMange
P15132,ServerMange
P15133,ServerMange
P15134,Back_End
P15135,DBManege
P15136,DBManege
P15137,DBManege
P15138,Back_End
P15139,Full_Stack
P15140,DBManege
P15141,Front_End
P15142,ServerMange
P15143,Front_End
P15144,Full_Stack
P15145,Back_End
P15146,Full_Stack
P15147,Back_End
P15148,Full_Stack
P15149,Full_Stack
P15150,Front_End
P15151,DBManege
P15152,Full_Stack
P15153,ServerMange
P15154,Back_End
P15155,Front_End
P15156,Full_Stack
P15157,Back_End
P15158,Front_End
P15159,ServerMange
P15160,DBManege
P15161,DBManege
P15162,ServerMange
P15163,Back_End
P15164,DBManege
P15165,ServerMange
P15166,Back_End
P15167,ServerMange
P15168,Full_Stack
P15169,Front_End
P15170,Full_Stack
P15171,Back_End
P15172,Full_Stack
P15173,Full_Stack
P15174,Full_Stack
P15175,DBManege
P15176,Back_End
P15177,ServerMange
P15178,Back_End
P15179,Front_End
P15180,Back_End
P15181,Full_Stack
P15182,Front_End
P15183,ServerMange
P15184,Full_Stack
P15185,DBManege
P15186,ServerMange
P15187,DBManege
P15188,Front_End
P15189,Back_End
P15190,Full_Stack
P15191,Back_End
P15192,Front_End
P15193,Full_Stack
P15194,Full_Stack
P15195,ServerMange
P15196,Front_End
P15197,Back_End
P15198,DBManege
P15199,DBManege
P15200,ServerMange
P15201,ServerMange
P15202,ServerMange
P15203,DBManege
P15204,DBManege
P15205,Back_End
P15206,Full_Stack
P15207,Full_Stack
P15208,Full_Stack
P15209,Back_End
P15210,DBManege
P15211,Front_End
P15212,ServerMange
P15213,ServerMange
P15214,ServerMange
P15215,Back_End
P15216,Back_End
P15217,Front_End
P15218,DBManege
P15219,Full_Stack
P15220,Back_End
P15221,Front_End
P15222,Full_Stack
P15223,Front_End
P15224,Front_End
P15225,ServerMange
P15226,Back_End
P15227,Full_Stack
P15228,Full_Stack
P15229,Full_Stack
P15230,DBManege
P15231,ServerMange
P15232,ServerMange
P15233,DBManege
P15234,Back_End
P15235,ServerMange
P15236,Front_End
P15237,Full_Stack
P15238,Front_End
P15239,DBManege
P15240,DBManege
P15241,Full_Stack
P15242,Front_End
P15243,Back_End
P15244,ServerMange
P15245,ServerMange
P15246,ServerMange
P15247,DBManege
P15248,Full_Stack
P15249,Front_End
P15250,Front_End
P15251,Front_End
P15252,Front_End
P15253,Full_Stack
P15254,Back_End
P15255,ServerMange
P15256,Full_Stack
P15257,Back_End
P15258,Full_Stack
P15259,Back_End
P15260,Front_End
P15261,Full_Stack
P15262,ServerMange
P15263,DBManege
P15264,DBManege
P15265,DBManege
P15266,Full_Stack
P15267,Front_End
P15268,DBManege
P15269,ServerMange
P15270,Full_Stack
P15271,ServerMange
P15272,DBManege
P15273,ServerMange
P15274,Front_End
P15275,ServerMange
P15276,ServerMange
P15277,Back_End
P15278,Full_Stack
P15279,Front_End
P15280,DBManege
P15281,Front_End
P15282,ServerMange
P15283,ServerMange
P15284,Full_Stack
P15285,ServerMange
P15286,Front_End
P15287,DBManege
P15288,DBManege
P15289,DBManege
P15290,Back_End
P15291,Full_Stack
P15292,Front_End
P15293,Back_End
P15294,Back_End
P15295,ServerMange
P15296,Front_End
P15297,Back_End
P15298,Back_End
P15299,Front_End
P15300,Full_Stack
P15301,ServerMange
P15302,Full_Stack
P15303,Full_Stack
P15304,Full_Stack
P15305,Back_End
P15306,Back_End
P15307,DBManege
P15308,Front_End
P15309,Back_End
P15310,Front_End
P15311,DBManege
P15312,Front_End
P15313,Front_End
P15314,Full_Stack
P15315,Back_End
P15316,Front_End
P15317,Back_End
P15318,Front_End
P15319,Full_Stack
P15320,ServerMange
P15321,Full_Stack
P15322,ServerMange
P15323,Back_End
P15324,Front_End
P15325,ServerMange
P15326,Full_Stack
P15327,Back_End
P15328,ServerMange
P15329,Full_Stack
P15330,Full_Stack
P15331,Front_End
P15332,ServerMange
P15333,ServerMange
P15334,DBManege
P15335,Front_End
P15336,ServerMange
P15337,DBManege
P15338,DBManege
P15339,ServerMange
P15340,Back_End
P15341,Full_Stack
P15342,Full_Stack
P15343,Full_Stack
P15344,ServerMange
P15345,Full_Stack
P15346,ServerMange
P15347,Back_End
P15348,Back_End
P15349,ServerMange
P15350,Front_End
P15351,DBManege
P15352,Full_Stack
P15353,Full_Stack
P15354,DBManege
P15355,Full_Stack
P15356,DBManege
P15357,Back_End
P15358,ServerMange
P15359,Back_End
P15360,Back_End
P15361,Full_Stack
P15362,Front_End
P15363,Full_Stack
P15364,ServerMange
P15365,ServerMange
P15366,Front_End
P15367,Full_Stack
P15368,Full_Stack
P15369,ServerMange
P15370,DBManege
P15371,Front_End
P15372,Full_Stack
P15373,Full_Stack
P15374,ServerMange
P15375,Back_End
P15376,Back_End
P15377,DBManege
P15378,Full_Stack
P15379,Full_Stack
P15380,Front_End
P15381,Full_Stack
P15382,DBManege
P15383,Back_End
P15384,ServerMange
P15385,Full_Stack
P15386,Front_End
P15387,Back_End
P15388,Back_End
P15389,Front_End
P15390,Full_Stack
P15391,ServerMange
P15392,ServerMange
P15393,Back_End
P15394,Front_End
P15395,Full_Stack
P15396,DBManege
P15397,Back_End
P15398,Full_Stack
P15399,Full_Stack
P15400,Front_End
P15401,DBManege
P15402,DBManege
P15403,Back_End
P15404,ServerMange
P15405,DBManege
P15406,DBManege
P15407,Back_End
P15408,Back_End
P15409,Back_End
P15410,DBManege
P15411,Front_End
P15412,Back_End
P15413,Full_Stack
P15414,ServerMange
P15415,DBManege
P15416,DBManege
P15417,Back_End
P15418,Front_End
P15419,Front_End
P15420,ServerMange
P15421,Front_End
P15422,ServerMange
P15423,Front_End
P15424,ServerMange
P15425,DBManege
P15426,ServerMange
P15427,ServerMange
P15428,ServerMange
P15429,ServerMange
P15430,ServerMange
P15431,DBManege
P15432,Front_End
P15433,Full_Stack
P15434,DBManege
P15435,Front_End
P15436,Full_Stack
P15437,Back_End
P15438,Back_End
P15439,Front_End
P15440,Front_End
P15441,DBManege
P15442,DBManege
P15443,DBManege
P15444,Front_End
P15445,Front_End
P15446,DBManege
P15447,Back_End
P15448,Back_End
P15449,Full_Stack
P15450,Full_Stack
P15451,DBManege
P15452,ServerMange
P15453,Front_End
P15454,Back_End
P15455,DBManege
P15456,DBManege
P15457,Full_Stack
P15458,Back_End
P15459,ServerMange
P15460,Back_End
P15461,Full_Stack
P15462,Full_Stack
P15463,ServerMange
P15464,Back_End
P15465,Back_End
P15466,DBManege
P15467,Front_End
P15468,Full_Stack
P15469,DBManege
P15470,DBManege
P15471,Full_Stack
P15472,Back_End
P15473,DBManege
P15474,Back_End
P15475,Front_End
P15476,Back_End
P15477,Back_End
P15478,Back_End
P15479,Full_Stack
P15480,Full_Stack
P15481,Back_End
P15482,Back_End
P15483,Full_Stack
P15484,Back_End
P15485,ServerMange
P15486,Back_End
P15487,Front_End
P15488,ServerMange
P15489,Back_End
P15490,Back_End
P15491,Back_End
P15492,ServerMange
P15493,Front_End
P15494,Full_Stack
P15495,ServerMange
P15496,DBManege
P15497,Full_Stack
P15498,DBManege
P15499,ServerMange
P15500,DBManege
P15501,DBManege
P15502,ServerMange
P15503,Back_End
P15504,Full_Stack
P15505,Front_End
P15506,Back_End
P15507,ServerMange
P15508,Back_End
P15509,ServerMange
P15510,Full_Stack
P15511,Front_End
P15512,Full_Stack
P15513,ServerMange
P15514,ServerMange
P15515,Full_Stack
P15516,Full_Stack
P15517,Back_End
P15518,ServerMange
P15519,Back_End
P15520,Front_End
P15521,DBManege
P15522,ServerMange
P15523,DBManege
P15524,Front_End
P15525,ServerMange
P15526,Back_End
P15527,ServerMange
P15528,Front_End
P15529,ServerMange
P15530,Front_End
P15531,ServerMange
P15532,ServerMange
P15533,DBManege
P15534,ServerMange
P15535,Front_End
P15536,Full_Stack
P15537,Full_Stack
P15538,Front_End
P15539,Full_Stack
P15540,Back_End
P15541,Full_Stack
P15542,Back_End
P15543,DBManege
P15544,Full_Stack
P15545,Full_Stack
P15546,Front_End
P15547,DBManege
P15548,Full_Stack
P15549,ServerMange
P15550,Full_Stack
P15551,Back_End
P15552,ServerMange
P15553,ServerMange
P15554,Full_Stack
P15555,ServerMange
P15556,Back_End
P15557,Back_End
P15558,Back_End
P15559,DBManege
P15560,ServerMange
P15561,Back_End
P15562,DBManege
P15563,ServerMange
P15564,Full_Stack
P15565,Back_End
P15566,Back_End
P15567,ServerMange
P15568,Front_End
P15569,Front_End
P15570,DBManege
P15571,DBManege
P15572,Front_End
P15573,Front_End
P15574,Front_End
P15575,Back_End
P15576,ServerMange
P15577,Back_End
P15578,DBManege
P15579,Full_Stack
P15580,DBManege
P15581,Full_Stack
P15582,DBManege
P15583,Full_Stack
P15584,Front_End
P15585,Back_End
P15586,Front_End
P15587,DBManege
P15588,Front_End
P15589,ServerMange
P15590,Full_Stack
P15591,Front_End
P15592,Full_Stack
P15593,DBManege
P15594,DBManege
P15595,DBManege
P15596,Front_End
P15597,Full_Stack
P15598,Back_End
P15599,Front_End
P15600,Front_End
P15601,ServerMange
P15602,DBManege
P15603,Front_End
P15604,Back_End
P15605,DBManege
P15606,Front_End
P15607,Back_End
P15608,Full_Stack
P15609,Back_End
P15610,Back_End
P15611,Front_End
P15612,DBManege
P15613,Full_Stack
P15614,Front_End
P15615,Front_End
P15616,Full_Stack
P15617,DBManege
P15618,DBManege
P15619,Back_End
P15620,DBManege
P15621,Front_End
P15622,DBManege
P15623,Back_End
P15624,Front_End
P15625,Back_End
P15626,ServerMange
P15627,DBManege
P15628,DBManege
P15629,Front_End
P15630,ServerMange
P15631,Back_End
P15632,Front_End
P15633,DBManege
P15634,Full_Stack
P15635,Back_End
P15636,Full_Stack
P15637,DBManege
P15638,ServerMange
P15639,DBManege
P15640,Front_End
P15641,Front_End
P15642,ServerMange
P15643,ServerMange
P15644,Back_End
P15645,ServerMange
P15646,Full_Stack
P15647,ServerMange
P15648,Front_End
P15649,Back_End
P15650,Front_End
P15651,ServerMange
P15652,Front_End
P15653,DBManege
P15654,Full_Stack
P15655,Front_End
P15656,Front_End
P15657,ServerMange
P15658,Front_End
P15659,ServerMange
P15660,DBManege
P15661,DBManege
P15662,Back_End
P15663,ServerMange
P15664,Full_Stack
P15665,Back_End
P15666,Full_Stack
P15667,Back_End
P15668,Full_Stack
P15669,DBManege
P15670,DBManege
P15671,ServerMange
P15672,Full_Stack
P15673,Front_End
P15674,DBManege
P15675,DBManege
P15676,ServerMange
P15677,Front_End
P15678,ServerMange
P15679,DBManege
P15680,ServerMange
P15681,Full_Stack
P15682,DBManege
P15683,ServerMange
P15684,DBManege
P15685,Front_End
P15686,Front_End
P15687,Back_End
P15688,Front_End
P15689,Front_End
P15690,Full_Stack
P15691,Full_Stack
P15692,ServerMange
P15693,Full_Stack
P15694,DBManege
P15695,ServerMange
P15696,Full_Stack
P15697,ServerMange
P15698,ServerMange
P15699,DBManege
P15700,Back_End
P15701,Back_End
P15702,ServerMange
P15703,Front_End
P15704,DBManege
P15705,DBManege
P15706,Front_End
P15707,ServerMange
P15708,ServerMange
P15709,ServerMange
P15710,DBManege
P15711,ServerMange
P15712,ServerMange
P15713,Full_Stack
P15714,Front_End
P15715,Full_Stack
P15716,ServerMange
P15717,Full_Stack
P15718,ServerMange
P15719,DBManege
P15720,Back_End
P15721,ServerMange
P15722,Back_End
P15723,Full_Stack
P15724,DBManege
P15725,Full_Stack
P15726,Back_End
P15727,Back_End
P15728,Full_Stack
P15729,Front_End
P15730,ServerMange
P15731,Front_End
P15732,ServerMange
P15733,Back_End
P15734,ServerMange
P15735,Full_Stack
P15736,Back_End
P15737,Front_End
P15738,Back_End
P15739,DBManege
P15740,Back_End
P15741,Back_End
P15742,Full_Stack
P15743,Back_End
P15744,DBManege
P15745,Front_End
P15746,DBManege
P15747,Full_Stack
P15748,DBManege
P15749,DBManege
P15750,Front_End
P15751,Front_End
P15752,Front_End
P15753,Full_Stack
P15754,DBManege
P15755,Full_Stack
P15756,DBManege
P15757,Full_Stack
P15758,Full_Stack
P15759,Full_Stack
P15760,ServerMange
P15761,Front_End
P15762,Front_End
P15763,Front_End
P15764,Front_End
P15765,Full_Stack
P15766,Full_Stack
P15767,Front_End
P15768,Full_Stack
P15769,Front_End
